Koordinaten;Name;Link;Beschreibung
POINT (114.1693611 22.3193039);GAG34: Tee, Silber und Rauschmittel;https://www.geschichte.fm/podcast/zs34/;Wir springen in diesem Zeitsprung zurück ins 18. Jahrhundert, wandern dann weiter bis ins mittlere 19. Jahrhundert, und sehen uns an, welche Auswirkungen der unbändige Durst der Briten nach Tee für China hatte. Auswirkungen, die direkt bis tief ins 20. Jahrhundert, indirekt bis heute zu spüren sind.
POINT (-75.1652215 39.9525839);GAG24: A French Connection, zum Scheitern verurteilt;https://www.geschichte.fm/podcast/zs24/;Manche Verschwörungen sind zum Scheitern verurteilt. Eine davon haben wir ausgegraben: Kulisse dafür ist der amerikanische Unabhängigkeitskrieg, Protagonisten sind ein hochrangiger französischer Offizier und ein junger, etwas naiver Aristokrat, der es aber doch noch zum Hero of Two Worlds brachte.
POINT (13.7372621 51.0504088);GAG22: Vom Goldjungen zum Staatsgefangenen;https://www.geschichte.fm/podcast/zs22/;In diesem Zeitsprung sehen wir uns an, wie eine kleine Lüge schnell mal zu einer lebensverändernden Sache werden kann. Dazu springen wir ins 17. Jahrhundert und lernen einen jungen Mann namens Johann Friedrich Böttger kennen.
POINT (30.3350986 59.9342802);GAG18: Wie Russland den Bart verlor;https://www.geschichte.fm/podcast/zs18/;"Wir springen ins Ende des 17. Jahrhunderts, Ort ist das Russland des jungen Zaren Peter des Großen. Seine Begeisterung für den Westen zeigt sich nicht nur in seinem Interesse an den Kriegsmarinen Hollands und Englands, sondern auch in Sitten, Kleidung und Aussehen der westlichen Adligen. Shownotes: Gemälde  &#8222;Am Morgen der Strelitzen Hinrichtung&#8220; von Wassilij Iwanowitsch Surikow &nbsp; Das Bartsteuern Medaillon"
POINT (-0.1242047 51.5005043);GAG09: Wer den englischen Parlamentsbrand auf dem Kerbholz hat;https://www.geschichte.fm/podcast/zs09/;Im Oktober 1834 wird in London eine fatale Entscheidung getroffen: Wir sprechen in diesem Zeitsprung über Schulden, ein brennendes Parlament und den Stock Exchange. Und was die alle miteinander zu tun haben.
POINT (18.0913964 59.3280233);GAG367: Untergang und Comeback der VASA;https://www.geschichte.fm/archiv/gag367;Wir springen in dieser Folge ins Schweden des 17. Jahrhunderts. König Gustav II. Adolf hat so seine Probleme mit Kriegen, innerpolitischen Scherereien und stets bedrohten Handelsrouten. Er lässt daher die schwedische Marine reformieren, und als Prunkstück dieser Marine wird ein Schiff gebaut, das alle anderen in den Schatten stellen soll. Wir sprechen in dieser Folge darüber, weshalb dieses Schiff nur für den kürzesten Moment das mächtigste Kriegsschiff der Welt war, es uns heute aber genau deshalb viel über das Schweden des 17. Jahrhunderts erzählen kann.
POINT (14.2681244 40.8517746);GAG364: Mord und Madrigale – Carlo Gesualdo;https://www.geschichte.fm/archiv/gag364;"Im Oktober 1590 kommt es in Neapel zu einem Doppelmord. Beide Opfer stammen aus mächtigen Adelsfamilien Italiens: Maria d&#8217;Avalos und Fabrizio Carafa, Herzog von Andria. Der Täter? Fürst Carlo Gesualdo da Venosa, Ehemann von Maria d&#8217;Avalos. Für die Tat wurde Gesualdo nie vor Gericht gestellt. In den Jahren danach komponiert er Madrigale, mehrstimmige Vokalstücke. Sein Werk zählt zur experimentellsten und ausdrucksstärksten Musik der Renaissance. Wir sprechen in dieser Folge über das Leben von Gesualdo und warum bis heute Opern und Stücke über ihn geschrieben werden."
POINT (-2.0086491 52.1786497);GAG355: Der Englische Schweiß;https://www.geschichte.fm/archiv/gag355;Wir springen in dieser Folge ins 15. und 16. Jahrhundert. Schauplatz ist zuerst England, dann der gesamte europäische Kontinent: Wir sprechen nämlich über eine mysteriöse Krankheit, die in fünf Wellen zuerst die Insel, dann den Kontinent heimsuchte. Eine Krankheit, die höchstwahrscheinlich Einfluss auf die englische Thronfolge, die deutsche Religionsgeschichte und die Belagerung Wiens hatte.
POINT (8.5692901 48.4777685);GAG350: Der Bauernkrieg und die Revolution von 1525;https://www.geschichte.fm/archiv/gag350;Die Konflikte zwischen Bauern, dem Klerus und dem Adel schwelen schon länger, aber ab 1524 eskaliert die Situation und es kommt zu großen Aufständen in weiten Teilen des heutigen Deutschlands, Österreichs und der Schweiz. Doch diese Erhebungen sind anders als vorherige Konflikte: Die Bauern stellen jetzt Forderungen auf, die die Gesellschaftsordnung fundamental in Frage stellen. Wir sprechen über den Deutschen Bauernkrieg von 1524–1526, der auch als Revolution von 1525 bezeichnet wird. Es geht um Bauernführer, wie den Tiroler Michael Gaismair, um den Bauernjörg und die Niederschlagung der Aufstände.
POINT (100.5689599 14.3532128);GAG349: Konstantin Phaulkon im Königreich Ayutthaya;https://www.geschichte.fm/archiv/gag349;Wir springen in dieser Folge ins 17. Jahrhundert. Ort des Geschehens ist das siamesische Königreich Ayutthaya, das von europäischen Mächten als Handels- aber auch Missionierungsstandort entdeckt wurde. Mittendrin: ein griechischer Abenteurer, der es am Hof des Königs Narai innerhalb kürzester Zeit in die höchsten Positionen geschafft hat. Wir sprechen über den rasanten Aufstieg und noch rasanteren Abstieg dieses Mannes, und was französische Jesuiten und nicht zuletzt der Sonnenkönig Ludwig XIV. damit zu tun hatten. Das Episodenbild zeigt Phaulkon in einer Abbildung aus dem 17. Jahrhundert.
POINT (18.0717194 59.3268215);GAG342: Das Stockholmer Blutbad;https://www.geschichte.fm/archiv/gag342;Drei Tage lang feierten sie in Stockholm 1520 die Krönung des neuen schwedischen Königs. Doch noch während die Feier für Christian II. in vollem Gange war, wurden die Türen verschlossen – und die zahlreichen Gäste saßen in der Falle. Es begann ein (kurzer) Prozess: Viele der Anwesenden wurden der Ketzerei beschuldigt und anschließend hingerichtet. Wir sprechen über das Stockholmer Blutbad und wie die Ereignisse im November 1520 zu einem Wendepunkt in der Geschichte Schwedens wurden. Denn dieser massive Gewaltausbruch festigte nicht die Stellung des neuen Königs, sondern führte zu Aufständen und schließlich zu seinem Sturz. Es folgte das Ende der Kalmarer Union und der Beginn der eigenständigen schwedischen Monarchie unter Gustav I. Wasa.
POINT (1.747259 47.358657);GAG341: Der Exorzismus der Marthe Brossier;https://www.geschichte.fm/archiv/gag341;Wir springen in dieser Folge nach Frankreich, ganz ans Ende des 16. Jahrhunderts. Fokus unserer Geschichte ist Marthe Brossier, eine junge Frau vom Land, die in den letzten beiden Jahren des Jahrhunderts große Aufmerksamkeit auf sich zieht. Der Grund? Sie ist angeblich von Dämonen besessen. Wir sprechen über Marthe Brossiers 15-monatige Tour durch Frankreich als professionelle Besessene, die schließlich ihren Höhepunkt in Paris finden wird.
POINT (12.4942554 41.9149017);GAG335: Aqua Tofana und die Giftmischerinnen des 17. Jahrhunderts;https://www.geschichte.fm/archiv/gag335;"Wir springen in dieser Folge ins Rom des 17. Jahrhunderts. Wir sprechen über Giftmischerinnen, die laut einer Legende bis zu 600 Ehemänner auf dem Gewissen haben sollen. Wir sprechen auch darüber, weshalb ihr Gift als &#8222;Aqua Tofana&#8220; in die Geschichte einging, und warum der Mythos um die beteiligten Frauen auch heute noch voller Missverständnisse und Fehlinterpretationen ist. Das erwähnte Buch ist von Craig Monson und heißt &#8222;The Black Widows of the Eternal City: The True Story of Rome’s Most Infamous Poisoners.&#8220; Das Episodenbild zeigt eine mittelalterliche Hexe die ein Liebeselixier mischt, wie sie sich die britische Malerin Evelyn De Morgan vorstellte."
POINT (15.8574802 -7.767775);GAG307: Njinga, Königin von Ndongo und Matamba;https://www.geschichte.fm/podcast/gag307/;"Wir springen in dieser Folge nach Südwestafrika. Es ist das 17. Jahrhundert, und im Gebiet des heutigen Angola ist eine Frau an der Macht des Königreichs Ndongo, die alles daran setzt, dieses Königreich vor den Portugiesen zu schützen. Wir sprechen über diese Monarchin, Njinga Mbande, die es mit sowohl kriegerischem als auch diplomatischem Geschick schaffte, ihr Königreich nicht nur gegen die Kolonialmacht Portugal, sondern auch gegen die umliegenden Königreiche zu verteidigen. Das erwähnte Buch von Linda Heywood heißt &#8222;Njinga of Angola&#8220;. Das Episodenbild zeigt Njinga in einer Lithographie aus dem 19. Jahrhundert."
POINT (-22.2802766 64.6449986);GAG286: Die verschwundenen Seefrauen Islands;https://www.geschichte.fm/podcast/gag286/;"Wir springen in dieser Folge wieder mal nach Island, und sprechen im Zuge dieser Folge nicht nur über eine der bekanntesten Seefrauen Islands, sondern gehen auch der Frage nach, warum Frauen zwar noch während der Frühen Neuzeit zu großen Teilen am Fischfang beteiligt waren, sich das aber ab der Mitte des 19. Jahrhunderts drastisch änderte. Basis für diese Folge ist das großartige Buch &#8222;Seawomen of Iceland&#8220; der Ethnografin Margaret Willson, ohne deren Forschung die Seefrauen Islands heutzutage wahrscheinlich so gut wie nicht mehr bekannt wären. Das Episodenbild zeigt eine isländische Fischerinnenhütte im 19. Jahrhundert."
POINT (129.5705617 -3.0261976);GAG279: Muskat und Manhattan;https://www.geschichte.fm/podcast/gag279/;Wir springen in das 17. Jahrhundert: New York hieß noch Nieuw Amsterdam und auf einer kleinen Inselgruppe im heutigen Indonesien, den Molukken, kämpften zwei Kolonialmächte um die Vorherrschaft. Es ging um ein Handelsmonopol auf ein begehrtes Gewürz, das zu diesem Zeitpunkt weltweit nur auf den Banda-Inseln wuchs: Muskat. Der Handel mit Muskatnüssen war derart lukrativ, dass die Niederländer sogar den Anspruch auf Manhattan aufgaben, um weiterhin die kleine Muskat-Insel Run zu kontrollieren. Die Stadt Nieuw Amsterdam wurde umbenannt und ist heute die bevölkerungsreichste Stadt in den USA. Und das Monopol auf den Muskathandel? Wurde durch Biopiraterie gebrochen.
POINT (-71.5993508 64.0201463);GAG253: Martin Frobisher und die Steine;https://www.geschichte.fm/podcast/zs253;Wir springen in die zweite Hälfte des 16. Jahrhunderts. England, unter Elizabeth I., ist zwar eine wichtige Macht in Europa, doch was koloniale und auch wirtschaftliche Bestrebungen angeht, hinken sie den Seefahrernationen Spanien und Portugal ziemlich hinterher. Wir sprechen in dieser Folge über Martin Frobisher, eigentlich Freibeuter, der einen Plan ausheckt, auch England am Kuchen der Globalisierung mitnaschen zu lassen. Allerdings wird sich bald rausstellen, dass das alles gar nicht so einfach ist. Das Episodenbild zeigt Martin Frobisher auf einem Gemälde aus dem Jahr 1777 von Cornelis Ketel. Die verwendete
POINT (5.631363 43.369174);GAG244: Die Mühle von Auriol und warum ihre Zerstörung eine Besetzung Frankreichs verhindert hat;https://www.geschichte.fm/podcast/zs244;Wir springen zum Ausgang des Mittelalters ins frühe 16. Jahrhundert. Der französische König Franz I. sieht seine Monarchie umringt von den Habsburgern unter Karl V., seit 1519 Kaiser des Heiligen Römischen Reichs. Es beginnt eine Reihe von Konflikten zwischen den beiden Monarchien um die Vorherrschaft in Westeuropa. 1536 startet der Kaiser mit einem riesigen Heer eine Invasion der Provence. Ziel ist es, den französischen König vom Thron zu stürzen. Doch wenige Monate später ziehen sich die habsburgischen Truppen geschlagen zurück nach Italien – ohne auch nur in einer einzigen Schlacht gekämpft zu haben. Großen Anteil daran hatte die Zerstörung einer Mühle in Auriol, die die Versorgung des kaiserlichen Heeres zusammenbrechen ließ. Das Episodenbild zeigt übrigens nicht die Mühle von Auriol.
POINT (14.3991051 50.0897114);GAG241: General Königsmarck und der größte Kunstraub aller Zeiten;https://www.geschichte.fm/podcast/zs241;Wir springen in dieser Folge in den Sommer des Jahres 1648. Während in Osnabrück und Münster noch die finalen Verträge des Westfälischen Friedens vorbereitet werden, um damit den Dreißigjährigen Krieg zu beenden, macht sich der schwedische General Königsmarck vor Prag daran, die Stadt einzunehmen. Denn Prag ist nicht nur reich an Gold und Silber, sondern auch voller Bibliotheken, Gemälde, Statuen und etlicher Kuriositäten. Ein Umstand, den sich Königsmarck und vor allem die schwedische Königin Christina zunutze machen wollen. Das Episodenbild zeigt das Gemälde Vertumnus von Giuseppe Arcimboldo, das heute noch in einem schwedischen Schloss hängt.
POINT (17.7609348 48.7251091);GAG229: Elisabeth Báthory, die (angebliche) Blutgräfin;https://www.geschichte.fm/podcast/zs229/;Wir springen in dieser Folge ins frühe 17. Jahrhundert. Protagonistin ist die einflussreiche ungarische Gräfin Elisabeth Báthory, die im Jahr 1610 vom Vizekönig Ungarns festgenommen wird. Vorgeworfen werden ihr beinahe unbeschreibbare Grausamkeiten und eine Vielzahl an Morden. Wir sprechen darüber, was es mit den Vorwürfen tatsächlich auf sich hatte, was aus Báthory wurde und vor allem, wie man sich auch noch Jahrhunderte später an sie erinnert. Das Episodenbild zeigt Báthory in einer Version des einzigen von ihr noch existierenden Porträts.
POINT (113.7933333333333 -28.490277777777777);GAG226: Der Untergang der Batavia;https://www.geschichte.fm/podcast/zs226/;Wir springen in dieser Folge etwa 400 Jahre zurück und beschäftigen uns mit einem Schiffsunglück und seinen Folgen: Im Oktober 1628 sticht ein neues, riesiges Schiff der Niederländischen Ostindien-Kompanie in See und macht sich auf den Weg nach Java. Dort wird das Schiff aber niemals ankommen, weil es vor Australien auf ein Riff läuft und untergeht. Während sich die meisten Passagiere auf Inseln des Houtman-Abrolhos-Archipels retten können, übernimmt der Unterkaufmann Jeronimus Cornelisz das Kommando und errichtet ein Terrorregime, dem viele der Geretteten zum Opfer fallen.
POINT (-46.3960797 -23.9607656);GAG221: Hans Staden – ein Landsknecht bei den Menschenfressern;https://www.geschichte.fm/podcast/zs221/;"Wir springen in dieser Folge ins 16. Jahrhundert. Hans Staden, gebürtiger Hesse und Landsknecht, wird Teil einer spanischen Expedition nach Brasilien. Kurz nach seiner Ankunft wird er von Mitgliedern des dort ansässigen Stammes der Tupinambá gefangen genommen. Wir sprechen über seine Zeit in Gefangenschaft, vor allem aber auch über seine illustrierten Erzählungen darüber, die schließlich mithilfe des Verlegers Theodor de Bry, der ganz eigene Ziele verfolgte, die europäische Sicht auf die Eingeborenen Brasiliens nachhaltig verändern sollten. Das Episodenbild zeigt die Tupinambá bei menschenzubereitender Tätigkeit auf einem Holzschnitt aus Stadens illustrierter Erzählung. Die gesamte Erzählung Hans Stadens, mitsamt der Holzschnitte, gibt&#8217;s auf archive.org."
POINT (11.2559602 43.773145);GAG218: Die Pazzi-Verschwörung und der Aufstieg der Medici;https://www.geschichte.fm/podcast/zs218/;"Am 26. April 1478 sollten die beiden mächtigsten Männer in Florenz während eines Gottesdienstes umgebracht werden: die Brüder Lorenzo de&#8216; Medici und Giuliano di Piero de’ Medici. Giuliano wird bei dem Angriff getötet, Lorenzo kann in die Sakristei flüchten und überlebt leicht verletzt. Die Pazzi-Verschwörung, oder das April-Komplott, war ein Wendepunkt in der Geschichte der Medici – einer der mächtigsten und reichsten Familien der Renaissance. Wir springen in dieser Folge nach Florenz ins heutige Italien und beschäftigen uns mit den Medici. Und wir sprechen darüber, wer hinter der Verschwörung steckte und welche Folgen sie hatte. Das Episodenbild zeigt den beim Attentat getöteten Giuliano di Piero de’ Medici in einem Porträt von Sandro Botticelli."
